source,symbol,date,adjusted_close,total_return_index
yahoo_chart_public,BIL,2019-12-31,77.0253,102.0431
yahoo_chart_public,BIL,2020-01-02,77.0506,102.0766
yahoo_chart_public,BIL,2020-01-03,77.0506,102.0766
yahoo_chart_public,BIL,2020-01-06,77.0421,102.0654
yahoo_chart_public,BIL,2020-01-07,77.0421,102.0654
yahoo_chart_public,BIL,2020-01-08,77.0590,102.0878
yahoo_chart_public,BIL,2020-01-09,77.0674,102.0989
yahoo_chart_public,BIL,2020-01-10,77.0674,102.0989
yahoo_chart_public,BIL,2020-01-13,77.0674,102.0989
yahoo_chart_public,BIL,2020-01-14,77.0674,102.0989
yahoo_chart_public,BIL,2020-01-15,77.0758,102.1101
yahoo_chart_public,BIL,2020-01-16,77.0927,102.1324
yahoo_chart_public,BIL,2020-01-17,77.0843,102.1212
yahoo_chart_public,BIL,2020-01-21,77.0927,102.1324
yahoo_chart_public,BIL,2020-01-22,77.0927,102.1324
yahoo_chart_public,BIL,2020-01-23,77.1011,102.1436
yahoo_chart_public,BIL,2020-01-24,77.1011,102.1436
yahoo_chart_public,BIL,2020-01-27,77.1096,102.1547
yahoo_chart_public,BIL,2020-01-28,77.1096,102.1547
yahoo_chart_public,BIL,2020-01-29,77.1180,102.1659
yahoo_chart_public,BIL,2020-01-30,77.1180,102.1659
yahoo_chart_public,BIL,2020-01-31,77.1180,102.1659
yahoo_chart_public,BIL,2020-02-03,77.1247,102.1748
yahoo_chart_public,BIL,2020-02-04,77.1247,102.1748
yahoo_chart_public,BIL,2020-02-05,77.1416,102.1972
yahoo_chart_public,BIL,2020-02-06,77.1500,102.2083
yahoo_chart_public,BIL,2020-02-07,77.1500,102.2083
yahoo_chart_public,BIL,2020-02-10,77.1416,102.1972
yahoo_chart_public,BIL,2020-02-11,77.1500,102.2083
yahoo_chart_public,BIL,2020-02-12,77.1584,102.2195
yahoo_chart_public,BIL,2020-02-13,77.1669,102.2307
yahoo_chart_public,BIL,2020-02-14,77.1669,102.2307
yahoo_chart_public,BIL,2020-02-18,77.1753,102.2418
yahoo_chart_public,BIL,2020-02-19,77.1753,102.2418
yahoo_chart_public,BIL,2020-02-20,77.1753,102.2418
yahoo_chart_public,BIL,2020-02-21,77.1922,102.2642
yahoo_chart_public,BIL,2020-02-24,77.1837,102.2530
yahoo_chart_public,BIL,2020-02-25,77.1837,102.2530
yahoo_chart_public,BIL,2020-02-26,77.2006,102.2754
yahoo_chart_public,BIL,2020-02-27,77.2175,102.2978
yahoo_chart_public,BIL,2020-02-28,77.2091,102.2866
yahoo_chart_public,BIL,2020-03-02,77.2319,102.3168
yahoo_chart_public,BIL,2020-03-03,77.2487,102.3391
yahoo_chart_public,BIL,2020-03-04,77.2825,102.3839
yahoo_chart_public,BIL,2020-03-05,77.2994,102.4063
yahoo_chart_public,BIL,2020-03-06,77.2994,102.4063
yahoo_chart_public,BIL,2020-03-09,77.3332,102.4510
yahoo_chart_public,BIL,2020-03-10,77.3163,102.4286
yahoo_chart_public,BIL,2020-03-11,77.3332,102.4510
yahoo_chart_public,BIL,2020-03-12,77.3416,102.4622
yahoo_chart_public,BIL,2020-03-13,77.3585,102.4845
yahoo_chart_public,BIL,2020-03-16,77.3670,102.4958
yahoo_chart_public,BIL,2020-03-17,77.3670,102.4958
yahoo_chart_public,BIL,2020-03-18,77.3839,102.5181
yahoo_chart_public,BIL,2020-03-19,77.3670,102.4958
yahoo_chart_public,BIL,2020-03-20,77.3923,102.5293
yahoo_chart_public,BIL,2020-03-23,77.3754,102.5069
yahoo_chart_public,BIL,2020-03-24,77.3754,102.5069
yahoo_chart_public,BIL,2020-03-25,77.3754,102.5069
yahoo_chart_public,BIL,2020-03-26,77.3754,102.5069
yahoo_chart_public,BIL,2020-03-27,77.3585,102.4845
yahoo_chart_public,BIL,2020-03-30,77.3585,102.4845
yahoo_chart_public,BIL,2020-03-31,77.3670,102.4958
yahoo_chart_public,BIL,2020-04-01,77.3602,102.4868
yahoo_chart_public,BIL,2020-04-02,77.3686,102.4980
yahoo_chart_public,BIL,2020-04-03,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-06,77.3518,102.4756
yahoo_chart_public,BIL,2020-04-07,77.3349,102.4532
yahoo_chart_public,BIL,2020-04-08,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-09,77.3264,102.4420
yahoo_chart_public,BIL,2020-04-13,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-14,77.3518,102.4756
yahoo_chart_public,BIL,2020-04-15,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-16,77.3349,102.4532
yahoo_chart_public,BIL,2020-04-17,77.3518,102.4756
yahoo_chart_public,BIL,2020-04-20,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-21,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-22,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-23,77.3518,102.4756
yahoo_chart_public,BIL,2020-04-24,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-27,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-28,77.3433,102.4644
yahoo_chart_public,BIL,2020-04-29,77.3349,102.4532
yahoo_chart_public,BIL,2020-04-30,77.3518,102.4756
yahoo_chart_public,BIL,2020-05-01,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-04,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-05,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-06,77.3467,102.4689
yahoo_chart_public,BIL,2020-05-07,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-08,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-11,77.3467,102.4689
yahoo_chart_public,BIL,2020-05-12,77.3467,102.4689
yahoo_chart_public,BIL,2020-05-13,77.3467,102.4689
yahoo_chart_public,BIL,2020-05-14,77.3551,102.4801
yahoo_chart_public,BIL,2020-05-15,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-18,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-19,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-20,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-21,77.3467,102.4689
yahoo_chart_public,BIL,2020-05-22,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-26,77.3467,102.4689
yahoo_chart_public,BIL,2020-05-27,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-28,77.3382,102.4577
yahoo_chart_public,BIL,2020-05-29,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-01,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-02,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-03,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-04,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-05,77.3298,102.4465
yahoo_chart_public,BIL,2020-06-08,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-09,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-10,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-11,77.3298,102.4465
yahoo_chart_public,BIL,2020-06-12,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-15,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-16,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-17,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-18,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-19,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-22,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-23,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-24,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-25,77.3467,102.4689
yahoo_chart_public,BIL,2020-06-26,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-29,77.3382,102.4577
yahoo_chart_public,BIL,2020-06-30,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-01,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-02,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-06,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-07,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-08,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-09,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-10,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-13,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-14,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-15,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-16,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-17,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-20,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-21,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-22,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-23,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-24,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-27,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-28,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-29,77.3467,102.4689
yahoo_chart_public,BIL,2020-07-30,77.3382,102.4577
yahoo_chart_public,BIL,2020-07-31,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-03,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-04,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-05,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-06,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-07,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-10,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-11,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-12,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-13,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-14,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-17,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-18,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-19,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-20,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-21,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-24,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-25,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-26,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-27,77.3382,102.4577
yahoo_chart_public,BIL,2020-08-28,77.3467,102.4689
yahoo_chart_public,BIL,2020-08-31,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-01,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-02,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-03,77.3382,102.4577
yahoo_chart_public,BIL,2020-09-04,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-08,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-09,77.3382,102.4577
yahoo_chart_public,BIL,2020-09-10,77.3382,102.4577
yahoo_chart_public,BIL,2020-09-11,77.3298,102.4465
yahoo_chart_public,BIL,2020-09-14,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-15,77.3298,102.4465
yahoo_chart_public,BIL,2020-09-16,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-17,77.3467,102.4689
yahoo_chart_public,BIL,2020-09-18,77.3298,102.4465
yahoo_chart_public,BIL,2020-09-21,77.3298,102.4465
yahoo_chart_public,BIL,2020-09-22,77.3298,102.4465
yahoo_chart_public,BIL,2020-09-23,77.3298,102.4465
yahoo_chart_public,BIL,2020-09-24,77.3382,102.4577
yahoo_chart_public,BIL,2020-09-25,77.3298,102.4465
yahoo_chart_public,BIL,2020-09-28,77.3382,102.4577
yahoo_chart_public,BIL,2020-09-29,77.3382,102.4577
yahoo_chart_public,BIL,2020-09-30,77.3298,102.4465
yahoo_chart_public,BIL,2020-10-01,77.3298,102.4465
yahoo_chart_public,BIL,2020-10-02,77.3298,102.4465
yahoo_chart_public,BIL,2020-10-05,77.3298,102.4465
yahoo_chart_public,BIL,2020-10-06,77.3382,102.4577
yahoo_chart_public,BIL,2020-10-07,77.3298,102.4465
yahoo_chart_public,BIL,2020-10-08,77.3298,102.4465
yahoo_chart_public,BIL,2020-10-09,77.3298,102.4465
yahoo_chart_public,BIL,2020-10-12,77.3382,102.4577
yahoo_chart_public,BIL,2020-10-13,77.3298,102.4465
